url,file,category,date_published,wp_origin,status,issue_class,n_md_images,component_images,portrait_lone,portrait_lone_small,portrait_grid,landscape,img_missing,img_malformed,img_unsupported,img_unreadable,notes
https://www.beauticate.com/beauty-style/beauty-tips/6-ways-to-pick-pocket-parisienne-preening/,content/beauty-style/beauty-tips/6-ways-to-pick-pocket-parisienne-preening/6-ways-to-pick-pocket-parisienne-preening.mdx,beauty-style,2014-07-11,True,broken,portrait-render,10,0,6,6,0,4,0,0,0,0,6 small/tall portrait(s) as plain markdown → render tiny & left-flush (portrait-standard violation); 4 landscape plain-md image(s) → fill body measure (acceptable); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/7-christmas-essentials-sigourneys-edit/,content/beauty-style/beauty-tips/7-christmas-essentials-sigourneys-edit/7-christmas-essentials-sigourneys-edit.mdx,beauty-style,2014-12-11,True,broken,portrait-render,8,0,3,3,0,4,0,0,0,0,3 small/tall portrait(s) as plain markdown → render tiny & left-flush (portrait-standard violation); 4 landscape plain-md image(s) → fill body measure (acceptable); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/a-very-beauticate-christmas-guide/,content/beauty-style/beauty-tips/a-very-beauticate-christmas-guide/a-very-beauticate-christmas-guide.mdx,beauty-style,2015-12-07,True,correct,clean,6,0,0,0,0,1,0,0,0,0,1 landscape plain-md image(s) → fill body measure (acceptable); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/abigail-oneill-hydrotherapy/,content/beauty-style/beauty-tips/abigail-oneill-hydrotherapy/abigail-oneill-hydrotherapy.mdx,beauty-style,2018-11-19,True,broken,portrait-render,4,0,1,1,2,1,0,0,0,0,1 small/tall portrait(s) as plain markdown → render tiny & left-flush (portrait-standard violation); 2 portrait(s) inside consecutive-image grid (cover-cropped gallery); 1 landscape plain-md image(s) → fill body measure (acceptable); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/alessandra-ambrosio-unveils-a-sexy-new-do/,content/beauty-style/beauty-tips/alessandra-ambrosio-unveils-a-sexy-new-do/alessandra-ambrosio-unveils-a-sexy-new-do.mdx,beauty-style,2016-12-15,True,correct,clean,1,0,0,0,0,1,0,0,0,0,1 landscape plain-md image(s) → fill body measure (acceptable); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/an-insomniacs-guide-to-beauty-before-bed/,content/beauty-style/beauty-tips/an-insomniacs-guide-to-beauty-before-bed/an-insomniacs-guide-to-beauty-before-bed.mdx,beauty-style,2021-03-10,True,correct,clean,6,0,0,0,1,0,0,0,0,0,1 portrait(s) inside consecutive-image grid (cover-cropped gallery); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/april-fools-2017-pranks-we-fell-for/,content/beauty-style/beauty-tips/april-fools-2017-pranks-we-fell-for/april-fools-2017-pranks-we-fell-for.mdx,beauty-style,2017-04-03,True,correct,clean,2,0,0,0,0,2,0,0,0,0,2 landscape plain-md image(s) → fill body measure (acceptable); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/arizona-muse-has-yet-to-disappoint/,content/beauty-style/beauty-tips/arizona-muse-has-yet-to-disappoint/arizona-muse-has-yet-to-disappoint.mdx,beauty-style,2017-06-22,True,correct,clean,1,0,0,0,0,1,0,0,0,0,1 landscape plain-md image(s) → fill body measure (acceptable); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/australias-next-top-model-winner-is/,content/beauty-style/beauty-tips/australias-next-top-model-winner-is/australias-next-top-model-winner-is.mdx,beauty-style,2016-11-22,True,correct,clean,1,0,0,0,0,1,0,0,0,0,1 landscape plain-md image(s) → fill body measure (acceptable); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/avoid-beach-disaster/,content/beauty-style/beauty-tips/avoid-beach-disaster/avoid-beach-disaster.mdx,beauty-style,2013-12-27,True,broken,portrait-render,5,0,1,1,3,1,0,0,0,0,1 small/tall portrait(s) as plain markdown → render tiny & left-flush (portrait-standard violation); 3 portrait(s) inside consecutive-image grid (cover-cropped gallery); 1 landscape plain-md image(s) → fill body measure (acceptable); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/baby-news-for-vs-model-revealed-moments-after-show/,content/beauty-style/beauty-tips/baby-news-for-vs-model-revealed-moments-after-show/baby-news-for-vs-model-revealed-moments-after-show.mdx,beauty-style,2016-12-01,True,correct,clean,1,0,0,0,0,1,0,0,0,0,1 landscape plain-md image(s) → fill body measure (acceptable); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/bad-news-for-white-wine-drinkers/,content/beauty-style/beauty-tips/bad-news-for-white-wine-drinkers/bad-news-for-white-wine-drinkers.mdx,beauty-style,2016-12-08,True,correct,clean,1,0,0,0,0,1,0,0,0,0,1 landscape plain-md image(s) → fill body measure (acceptable); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/beauticate-collective-editors-experts/,content/beauty-style/beauty-tips/beauticate-collective-editors-experts/beauticate-collective-editors-experts.mdx,beauty-style,2026-05-15,True,broken,portrait-render,15,0,12,12,0,0,0,0,0,0,12 small/tall portrait(s) as plain markdown → render tiny & left-flush (portrait-standard violation); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/beauty-and-dessert-have-just-merged-and-were-loving-it/,content/beauty-style/beauty-tips/beauty-and-dessert-have-just-merged-and-were-loving-it/beauty-and-dessert-have-just-merged-and-were-loving-it.mdx,beauty-style,2017-11-21,True,correct,clean,1,0,0,0,0,1,0,0,0,0,1 landscape plain-md image(s) → fill body measure (acceptable); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/beauty-products-to-sleep-better/,content/beauty-style/beauty-tips/beauty-products-to-sleep-better/beauty-products-to-sleep-better.mdx,beauty-style,2018-10-15,True,broken,portrait-render,6,0,1,1,3,1,0,0,0,0,1 small/tall portrait(s) as plain markdown → render tiny & left-flush (portrait-standard violation); 3 portrait(s) inside consecutive-image grid (cover-cropped gallery); 1 landscape plain-md image(s) → fill body measure (acceptable); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/beauty-to-the-rescue-5-buys-to-do-a-world-of-good/,content/beauty-style/beauty-tips/beauty-to-the-rescue-5-buys-to-do-a-world-of-good/beauty-to-the-rescue-5-buys-to-do-a-world-of-good.mdx,beauty-style,2020-09-15,True,broken,portrait-render,5,0,2,2,3,0,0,0,0,0,2 small/tall portrait(s) as plain markdown → render tiny & left-flush (portrait-standard violation); 3 portrait(s) inside consecutive-image grid (cover-cropped gallery); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/behind-the-scenes-with-chanel-and-lily-rose-depp/,content/beauty-style/beauty-tips/behind-the-scenes-with-chanel-and-lily-rose-depp/behind-the-scenes-with-chanel-and-lily-rose-depp.mdx,beauty-style,2017-03-17,True,correct,clean,3,0,0,0,0,3,0,0,0,0,3 landscape plain-md image(s) → fill body measure (acceptable); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/bella-hadid-just-topped-all-2016-hair-trends-with-this-new-do/,content/beauty-style/beauty-tips/bella-hadid-just-topped-all-2016-hair-trends-with-this-new-do/bella-hadid-just-topped-all-2016-hair-trends-with-this-new-do.mdx,beauty-style,2016-12-07,True,correct,clean,1,0,0,0,0,1,0,0,0,0,1 landscape plain-md image(s) → fill body measure (acceptable); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/benefits-of-rice-water-for-face-you-can-diy-this-royal-beauty-treatment/,content/beauty-style/beauty-tips/benefits-of-rice-water-for-face-you-can-diy-this-royal-beauty-treatment/benefits-of-rice-water-for-face-you-can-diy-this-royal-beauty-treatment.mdx,beauty-style,2020-09-30,True,broken,portrait-render,3,0,3,3,0,0,0,0,0,0,3 small/tall portrait(s) as plain markdown → render tiny & left-flush (portrait-standard violation); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/best-new-beauty-gadgets/,content/beauty-style/beauty-tips/best-new-beauty-gadgets/best-new-beauty-gadgets.mdx,beauty-style,2018-02-21,True,correct,clean,3,0,0,0,3,0,0,0,0,0,3 portrait(s) inside consecutive-image grid (cover-cropped gallery); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/bondi-sands-is-launching-tan-for-guys-and-its-amazing/,content/beauty-style/beauty-tips/bondi-sands-is-launching-tan-for-guys-and-its-amazing/bondi-sands-is-launching-tan-for-guys-and-its-amazing.mdx,beauty-style,2017-02-07,True,correct,clean,1,0,0,0,0,1,0,0,0,0,1 landscape plain-md image(s) → fill body measure (acceptable); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/bored-of-your-deodorant-these-beauties-will-help-elevate-your-morning-routine/,content/beauty-style/beauty-tips/bored-of-your-deodorant-these-beauties-will-help-elevate-your-morning-routine/bored-of-your-deodorant-these-beauties-will-help-elevate-your-morning-routine.mdx,beauty-style,2022-04-13,True,correct,clean,4,0,0,0,0,0,0,0,0,0,position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/bridal-beauty-routine-these-are-the-specific-details-of-how-i-prepped-for-my-wedding/,content/beauty-style/beauty-tips/bridal-beauty-routine-these-are-the-specific-details-of-how-i-prepped-for-my-wedding/bridal-beauty-routine-these-are-the-specific-details-of-how-i-prepped-for-my-wedding.mdx,beauty-style,2020-11-24,True,correct,clean,5,0,0,0,2,2,0,0,0,0,2 portrait(s) inside consecutive-image grid (cover-cropped gallery); 2 landscape plain-md image(s) → fill body measure (acceptable); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/bridal-beauty-sigourneys-edit/,content/beauty-style/beauty-tips/bridal-beauty-sigourneys-edit/bridal-beauty-sigourneys-edit.mdx,beauty-style,2015-08-17,True,broken,portrait-render,3,0,3,3,0,0,0,0,0,0,3 small/tall portrait(s) as plain markdown → render tiny & left-flush (portrait-standard violation); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/cara-delevingne-has-an-awesome-approach-towards-aging/,content/beauty-style/beauty-tips/cara-delevingne-has-an-awesome-approach-towards-aging/cara-delevingne-has-an-awesome-approach-towards-aging.mdx,beauty-style,2017-02-08,True,correct,clean,1,0,0,0,0,1,0,0,0,0,1 landscape plain-md image(s) → fill body measure (acceptable); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/cauliflower-fried-rice/,content/beauty-style/beauty-tips/cauliflower-fried-rice/cauliflower-fried-rice.mdx,beauty-style,2014-10-01,True,broken,portrait-render,3,0,1,1,0,1,0,0,0,0,1 small/tall portrait(s) as plain markdown → render tiny & left-flush (portrait-standard violation); 1 landscape plain-md image(s) → fill body measure (acceptable); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/celebrity-beauty-brands-are-they-actually-worth-the-hype-2/,content/beauty-style/beauty-tips/celebrity-beauty-brands-are-they-actually-worth-the-hype-2/celebrity-beauty-brands-are-they-actually-worth-the-hype-2.mdx,beauty-style,2018-07-31,True,broken,portrait-render,6,0,2,2,3,1,0,0,0,0,2 small/tall portrait(s) as plain markdown → render tiny & left-flush (portrait-standard violation); 3 portrait(s) inside consecutive-image grid (cover-cropped gallery); 1 landscape plain-md image(s) → fill body measure (acceptable); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/chloe-morello-launches-two-big-beauty-collaborations/,content/beauty-style/beauty-tips/chloe-morello-launches-two-big-beauty-collaborations/chloe-morello-launches-two-big-beauty-collaborations.mdx,beauty-style,2016-11-25,True,correct,clean,1,0,0,0,0,1,0,0,0,0,1 landscape plain-md image(s) → fill body measure (acceptable); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/christmas-2022/,content/beauty-style/beauty-tips/christmas-2022/christmas-2022.mdx,beauty-style,2022-11-30,True,broken,portrait-render,40,0,39,38,0,0,0,0,0,0,38 small/tall portrait(s) as plain markdown → render tiny & left-flush (portrait-standard violation); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/christmas-beauty-products-you-can-hang-from-your-tree/,content/beauty-style/beauty-tips/christmas-beauty-products-you-can-hang-from-your-tree/christmas-beauty-products-you-can-hang-from-your-tree.mdx,beauty-style,2017-12-20,True,broken,portrait-render,7,0,6,6,0,1,0,0,0,0,6 small/tall portrait(s) as plain markdown → render tiny & left-flush (portrait-standard violation); 1 landscape plain-md image(s) → fill body measure (acceptable); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/christmas-practical-gift-guide-for-everyone-on-your-list/,content/beauty-style/beauty-tips/christmas-practical-gift-guide-for-everyone-on-your-list/christmas-practical-gift-guide-for-everyone-on-your-list.mdx,beauty-style,2017-12-12,True,broken,portrait-render,20,0,19,19,0,1,0,0,0,0,19 small/tall portrait(s) as plain markdown → render tiny & left-flush (portrait-standard violation); 1 landscape plain-md image(s) → fill body measure (acceptable); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/define-your-brows-like-a-beauty-icon/,content/beauty-style/beauty-tips/define-your-brows-like-a-beauty-icon/define-your-brows-like-a-beauty-icon.mdx,beauty-style,2014-02-27,True,broken,portrait-render,16,0,13,13,0,1,0,0,0,0,13 small/tall portrait(s) as plain markdown → render tiny & left-flush (portrait-standard violation); 1 landscape plain-md image(s) → fill body measure (acceptable); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/drake-loves-this-beauty-product-so-much-he-got-a-tattoo-of-it/,content/beauty-style/beauty-tips/drake-loves-this-beauty-product-so-much-he-got-a-tattoo-of-it/drake-loves-this-beauty-product-so-much-he-got-a-tattoo-of-it.mdx,beauty-style,2017-04-03,True,correct,clean,1,0,0,0,0,1,0,0,0,0,1 landscape plain-md image(s) → fill body measure (acceptable); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/eight-beauty-habits-every-woman-should-have-sigourneys-edit/,content/beauty-style/beauty-tips/eight-beauty-habits-every-woman-should-have-sigourneys-edit/eight-beauty-habits-every-woman-should-have-sigourneys-edit.mdx,beauty-style,2017-09-28,True,broken,portrait-render,24,0,23,23,0,1,0,0,0,0,23 small/tall portrait(s) as plain markdown → render tiny & left-flush (portrait-standard violation); 1 landscape plain-md image(s) → fill body measure (acceptable); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/essential-beauty-products-for-this-wedding-season/,content/beauty-style/beauty-tips/essential-beauty-products-for-this-wedding-season/essential-beauty-products-for-this-wedding-season.mdx,beauty-style,2023-09-18,True,broken,portrait-render,27,0,18,18,2,5,0,0,0,0,18 small/tall portrait(s) as plain markdown → render tiny & left-flush (portrait-standard violation); 2 portrait(s) inside consecutive-image grid (cover-cropped gallery); 5 landscape plain-md image(s) → fill body measure (acceptable); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/everything-i-know-about-suncare-i-learnt-from-my-mum/,content/beauty-style/beauty-tips/everything-i-know-about-suncare-i-learnt-from-my-mum/everything-i-know-about-suncare-i-learnt-from-my-mum.mdx,beauty-style,2018-01-23,True,broken,portrait-render,11,0,9,9,2,0,0,0,0,0,9 small/tall portrait(s) as plain markdown → render tiny & left-flush (portrait-standard violation); 2 portrait(s) inside consecutive-image grid (cover-cropped gallery); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/fashion-force-strong-women-ruled-at-mbfwa/,content/beauty-style/beauty-tips/fashion-force-strong-women-ruled-at-mbfwa/fashion-force-strong-women-ruled-at-mbfwa.mdx,beauty-style,2015-04-20,True,broken,portrait-render,9,0,8,8,0,1,0,0,0,0,8 small/tall portrait(s) as plain markdown → render tiny & left-flush (portrait-standard violation); 1 landscape plain-md image(s) → fill body measure (acceptable); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/fathers-day-gift-guide/,content/beauty-style/beauty-tips/fathers-day-gift-guide/fathers-day-gift-guide.mdx,beauty-style,2017-08-30,True,broken,portrait-render,15,0,14,14,0,1,0,0,0,0,14 small/tall portrait(s) as plain markdown → render tiny & left-flush (portrait-standard violation); 1 landscape plain-md image(s) → fill body measure (acceptable); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/fenty-beauty-just-launched-proving-that-rihanna-does-it-best/,content/beauty-style/beauty-tips/fenty-beauty-just-launched-proving-that-rihanna-does-it-best/fenty-beauty-just-launched-proving-that-rihanna-does-it-best.mdx,beauty-style,2017-09-11,True,correct,clean,1,0,0,0,0,1,0,0,0,0,1 landscape plain-md image(s) → fill body measure (acceptable); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/five-quick-tips-to-switch-up-your-routine-for-summer-sigourneys-edit/,content/beauty-style/beauty-tips/five-quick-tips-to-switch-up-your-routine-for-summer-sigourneys-edit/five-quick-tips-to-switch-up-your-routine-for-summer-sigourneys-edit.mdx,beauty-style,2016-11-22,True,broken,portrait-render,6,0,5,5,0,1,0,0,0,0,5 small/tall portrait(s) as plain markdown → render tiny & left-flush (portrait-standard violation); 1 landscape plain-md image(s) → fill body measure (acceptable); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/get-ready-with-ashley-hart/,content/beauty-style/beauty-tips/get-ready-with-ashley-hart/get-ready-with-ashley-hart.mdx,beauty-style,2017-10-16,True,broken,portrait-render,3,0,2,2,0,1,0,0,0,0,2 small/tall portrait(s) as plain markdown → render tiny & left-flush (portrait-standard violation); 1 landscape plain-md image(s) → fill body measure (acceptable); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/get-ready-with-elyse-taylor/,content/beauty-style/beauty-tips/get-ready-with-elyse-taylor/get-ready-with-elyse-taylor.mdx,beauty-style,2017-08-16,True,broken,portrait-render,6,0,5,5,0,1,0,0,0,0,5 small/tall portrait(s) as plain markdown → render tiny & left-flush (portrait-standard violation); 1 landscape plain-md image(s) → fill body measure (acceptable); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/get-ready-with-jessica-gomes/,content/beauty-style/beauty-tips/get-ready-with-jessica-gomes/get-ready-with-jessica-gomes.mdx,beauty-style,2017-05-30,True,broken,portrait-render,6,0,3,3,2,1,0,0,0,0,3 small/tall portrait(s) as plain markdown → render tiny & left-flush (portrait-standard violation); 2 portrait(s) inside consecutive-image grid (cover-cropped gallery); 1 landscape plain-md image(s) → fill body measure (acceptable); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/get-ready-with-miranda-kerr/,content/beauty-style/beauty-tips/get-ready-with-miranda-kerr/get-ready-with-miranda-kerr.mdx,beauty-style,2017-11-16,True,broken,portrait-render,6,0,1,1,4,1,0,0,0,0,1 small/tall portrait(s) as plain markdown → render tiny & left-flush (portrait-standard violation); 4 portrait(s) inside consecutive-image grid (cover-cropped gallery); 1 landscape plain-md image(s) → fill body measure (acceptable); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/get-ready-with-sigourney/,content/beauty-style/beauty-tips/get-ready-with-sigourney/get-ready-with-sigourney.mdx,beauty-style,2016-10-12,True,broken,portrait-render,12,0,10,10,0,2,0,0,0,0,10 small/tall portrait(s) as plain markdown → render tiny & left-flush (portrait-standard violation); 2 landscape plain-md image(s) → fill body measure (acceptable); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/get-your-a-game-on-5-of-the-best-pre-party-pick-me-ups/,content/beauty-style/beauty-tips/get-your-a-game-on-5-of-the-best-pre-party-pick-me-ups/get-your-a-game-on-5-of-the-best-pre-party-pick-me-ups.mdx,beauty-style,2015-12-02,True,broken,portrait-render,6,0,4,4,0,2,0,0,0,0,4 small/tall portrait(s) as plain markdown → render tiny & left-flush (portrait-standard violation); 2 landscape plain-md image(s) → fill body measure (acceptable); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/gift-guide-every-beauty-lover/,content/beauty-style/beauty-tips/gift-guide-every-beauty-lover/gift-guide-every-beauty-lover.mdx,beauty-style,2018-12-04,True,broken,portrait-render,18,0,15,15,0,1,0,0,0,0,15 small/tall portrait(s) as plain markdown → render tiny & left-flush (portrait-standard violation); 1 landscape plain-md image(s) → fill body measure (acceptable); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/go-from-day-to-night-in-record-time/,content/beauty-style/beauty-tips/go-from-day-to-night-in-record-time/go-from-day-to-night-in-record-time.mdx,beauty-style,2014-06-12,True,correct,clean,3,0,0,0,3,0,0,0,0,0,3 portrait(s) inside consecutive-image grid (cover-cropped gallery); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/go-jazz-bar-glam-a-la-the-emmy-awards/,content/beauty-style/beauty-tips/go-jazz-bar-glam-a-la-the-emmy-awards/go-jazz-bar-glam-a-la-the-emmy-awards.mdx,beauty-style,2015-09-25,True,broken,portrait-render,9,0,5,5,3,1,0,0,0,0,5 small/tall portrait(s) as plain markdown → render tiny & left-flush (portrait-standard violation); 3 portrait(s) inside consecutive-image grid (cover-cropped gallery); 1 landscape plain-md image(s) → fill body measure (acceptable); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/go-tos-launch-2/,content/beauty-style/beauty-tips/go-tos-launch-2/go-tos-launch-2.mdx,beauty-style,2015-12-14,True,correct,clean,1,0,0,0,0,1,0,0,0,0,1 landscape plain-md image(s) → fill body measure (acceptable); position-correctness: not verifiable (WordPress source CDN offline)
https://www.beauticate.com/beauty-style/beauty-tips/go-tos-launch/,content/beauty-style/beauty-tips/go-tos-launch/go-tos-launch.mdx,beauty-style,2015-12-14,True,correct,clean,1,0,0,0,0,1,0,0,0,0,1 landscape plain-md image(s) → fill body measure (acceptable); position-correctness: not verifiable (WordPress source CDN offline)
